cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	data_type	cases.0.samples.0.sample_type	file_name	cases.0.samples.0.submitter_id	cases.0.samples.0.tissue_type	cases.0.samples.0.tumor_descriptor	file_id	data_category	cases.0.submitter_id	cases.0.samples.0.sample_id	cases.0.case_id	id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id
77f130db-cd7b-4f0e-a998-1f459b886dc6	miRNA Expression Quantification	Primary Tumor	2f1713bc-4214-48c2-8ae5-f14c3862c469.mirbase21.mirnas.quantification.txt	TCGA-DD-AACA-01A			8a7ddca9-54b3-4949-8f8c-5a107ccfd4cb	Transcriptome Profiling	TCGA-DD-AACA	df383057-c8c2-4691-b040-609377773e2a	d6486001-240a-455a-980c-e06c25c61fa5	8a7ddca9-54b3-4949-8f8c-5a107ccfd4cb	TCGA-DD-AACA-01A-11R-A41H-13
05cfd9ad-8207-41a1-b55d-7c4bf0f7a9c8	miRNA Expression Quantification	Primary Tumor	a274e7d2-8690-4ada-812e-aa34b5193c1f.mirbase21.mirnas.quantification.txt	TCGA-DD-AAC9-01A			5e53c882-df7b-4fb7-9c56-1b9882f70276	Transcriptome Profiling	TCGA-DD-AAC9	d657ebda-3f44-4dee-8963-88dd5c4f5002	ac6a1e0c-dba0-4b21-b12b-a501ed796bec	5e53c882-df7b-4fb7-9c56-1b9882f70276	TCGA-DD-AAC9-01A-11R-A41H-13
599c1b11-27ce-45e4-813a-70cb52e8b211	miRNA Expression Quantification	Primary Tumor	0777899a-fe18-4b82-ab1f-9b8f90c5f65d.mirbase21.mirnas.quantification.txt	TCGA-DD-A1EJ-01A			25affd0b-eb31-4641-a779-a4f51e64e11f	Transcriptome Profiling	TCGA-DD-A1EJ	2d549bb0-9e98-40c7-8b33-545c481dd105	52292ffc-0902-4d97-b461-20723987a177	25affd0b-eb31-4641-a779-a4f51e64e11f	TCGA-DD-A1EJ-01A-11R-A154-13
9ee599bf-2434-4fcb-953d-9ea7e9ef20f5	miRNA Expression Quantification	Primary Tumor	a96f2f6c-38e0-453c-961d-aa83b92652da.mirbase21.mirnas.quantification.txt	TCGA-XR-A8TD-01A			3191d8e3-0358-4c21-a4db-2b20f6cdd0aa	Transcriptome Profiling	TCGA-XR-A8TD	4ef6344b-e31c-425e-96c8-97daa428f5bc	574ba00b-fee6-4aab-ac01-6ffaf8fdc0c5	3191d8e3-0358-4c21-a4db-2b20f6cdd0aa	TCGA-XR-A8TD-01A-12R-A39J-13
efb38bd2-661c-4a4c-8862-519320819d1f	miRNA Expression Quantification	Primary Tumor	e4c90512-0e06-4517-95fe-c10b999f5f81.mirbase21.mirnas.quantification.txt	TCGA-K7-A5RF-01A			eb499dad-54ad-4d48-986c-3b17507ff9ba	Transcriptome Profiling	TCGA-K7-A5RF	2fa93cb3-45bd-492c-b254-64bb0c9dddd9	3134f7d1-3359-497a-b8be-1f317d8ddaaa	eb499dad-54ad-4d48-986c-3b17507ff9ba	TCGA-K7-A5RF-01A-11R-A28Z-13
710e58da-b5c2-4dba-b3ab-781fefa85e72	miRNA Expression Quantification	Primary Tumor	61ec8919-8b12-43d7-b127-8b68a66bd033.mirbase21.mirnas.quantification.txt	TCGA-DD-A11A-01A			8b4df93e-b97a-4f72-8e9f-2ed5193721b0	Transcriptome Profiling	TCGA-DD-A11A	b614fd23-a9ba-420d-9c01-1e82b721e1e8	609c82fd-eb3a-46d7-8c09-0cde281a50b3	8b4df93e-b97a-4f72-8e9f-2ed5193721b0	TCGA-DD-A11A-01A-11R-A130-13
60de216b-68bb-40b1-b69d-1fd172c8820d	miRNA Expression Quantification	Primary Tumor	6f73d11b-c0c0-4059-bea6-a9b896501a19.mirbase21.mirnas.quantification.txt	TCGA-G3-A3CK-01A			f89c71af-3c3a-4f1a-9af3-e91139672305	Transcriptome Profiling	TCGA-G3-A3CK	2f38c711-639f-4611-9076-dc99a1db8239	39eb1db0-2722-4af4-8254-d0e10256c64d	f89c71af-3c3a-4f1a-9af3-e91139672305	TCGA-G3-A3CK-01A-11R-A214-13
3c08f647-9a07-4c2a-9be7-5c0bc3afd961	miRNA Expression Quantification	Primary Tumor	2adb35ac-1ec2-45c9-837a-efc4eb7595be.mirbase21.mirnas.quantification.txt	TCGA-ZS-A9CD-01A			d98ec29f-0a0d-4509-9184-dee01d524b9b	Transcriptome Profiling	TCGA-ZS-A9CD	e7570871-e848-416e-b84c-19c052a10a78	9197ca4c-e48c-43af-ba61-d894faf3cc24	d98ec29f-0a0d-4509-9184-dee01d524b9b	TCGA-ZS-A9CD-01A-11R-A37G-13
65d4c591-01b6-468b-82fa-458f3cb06547	miRNA Expression Quantification	Primary Tumor	03a67e6e-2788-4676-8f8d-fd4b4a2ab207.mirbase21.mirnas.quantification.txt	TCGA-CC-A3MA-01A			297b6213-92d1-4853-9621-160b3f10387b	Transcriptome Profiling	TCGA-CC-A3MA	6955889c-d216-44ca-be25-70fb7d00bc64	613ddb95-14d7-4941-b374-fb5cd344d1bb	297b6213-92d1-4853-9621-160b3f10387b	TCGA-CC-A3MA-01A-11R-A214-13
d061cb38-713a-474e-8435-ddeed983a4d0	miRNA Expression Quantification	Primary Tumor	59327904-71c8-493b-933b-6b41c9e0db44.mirbase21.mirnas.quantification.txt	TCGA-2V-A95S-01A			df9a56ee-8381-4211-b35c-a5bdd76206b1	Transcriptome Profiling	TCGA-2V-A95S	d7873cbc-8d52-4869-b11a-4a23cb213dbd	2c041473-eaaa-4b7c-9b2e-b9da3543ad18	df9a56ee-8381-4211-b35c-a5bdd76206b1	TCGA-2V-A95S-01A-11R-A37G-13
1d297cbb-3486-4737-9fa2-7f207697101e	miRNA Expression Quantification	Primary Tumor	c201e9d6-600d-405a-84ff-fb7011c9379d.mirbase21.mirnas.quantification.txt	TCGA-DD-AAVV-01A			39804cc9-fb65-48e2-935d-8eb04f1dac73	Transcriptome Profiling	TCGA-DD-AAVV	4e04e745-d37e-4412-9995-fae0927b6140	915f531b-8448-41c7-9dfb-9c83062b906e	39804cc9-fb65-48e2-935d-8eb04f1dac73	TCGA-DD-AAVV-01A-11R-A41H-13
53de60b8-82f9-4632-a126-687f44879a17	miRNA Expression Quantification	Primary Tumor	c36c20f6-3a1f-485f-93d1-fef32590367f.mirbase21.mirnas.quantification.txt	TCGA-DD-AAE6-01A			ce2c761e-1126-4e33-8d1c-86e54c33fdf7	Transcriptome Profiling	TCGA-DD-AAE6	99cc40c9-d05e-4b6b-ac17-1524d2adf79b	a61f823b-9164-4bd6-92f4-0a8d8ff0f55e	ce2c761e-1126-4e33-8d1c-86e54c33fdf7	TCGA-DD-AAE6-01A-11R-A41H-13
dd3cd394-8726-4b2e-b1a4-19512f2a6f08	miRNA Expression Quantification	Primary Tumor	2b8ce171-41a0-4a37-9fdc-55bbfaa53ea0.mirbase21.mirnas.quantification.txt	TCGA-KR-A7K7-01A			13e0903d-ec92-4aae-a1c9-98f627c5220b	Transcriptome Profiling	TCGA-KR-A7K7	f178cc5c-525a-418b-a868-fa6e7c50947c	7ba3d8f1-0c26-4c49-8d6b-0f2875b58daf	13e0903d-ec92-4aae-a1c9-98f627c5220b	TCGA-KR-A7K7-01A-11R-A33A-13
40090b95-972c-4a03-a8c5-a216f33ddd12	miRNA Expression Quantification	Primary Tumor	412bf7ff-29d9-44be-a605-cd503334690d.mirbase21.mirnas.quantification.txt	TCGA-RC-A7SK-01A			0963590c-709b-424c-b3da-03f1376602d9	Transcriptome Profiling	TCGA-RC-A7SK	97c393d9-bb30-4504-8621-fd7827b6cd16	acfd58eb-c546-49c3-a846-684f22428219	0963590c-709b-424c-b3da-03f1376602d9	TCGA-RC-A7SK-01A-11R-A358-13
83f071ae-c4d2-4268-9fc0-cb81d939540c	miRNA Expression Quantification	Primary Tumor	c09b4cf3-f097-4ab0-9058-6887326ee3c6.mirbase21.mirnas.quantification.txt	TCGA-BC-A3KG-01A			0a4e1dee-7bb9-4b06-be75-102a6303cc67	Transcriptome Profiling	TCGA-BC-A3KG	da632ff7-e6b4-4ecd-ab72-a08461588b44	75f43fca-200a-48b0-bb67-0693d7b91119	0a4e1dee-7bb9-4b06-be75-102a6303cc67	TCGA-BC-A3KG-01A-11R-A214-13
d4bd7939-89e8-464c-8711-9ce121f2420d	miRNA Expression Quantification	Primary Tumor	0a14c3bb-956b-43b7-a27e-8f61b9910ecb.mirbase21.mirnas.quantification.txt	TCGA-DD-AAW2-01A			a69d2a4f-d46b-4594-a1fe-c646041c57b5	Transcriptome Profiling	TCGA-DD-AAW2	6af93255-f2a0-43b1-b78f-2e8f53bf6764	03df105e-a005-4577-bfdb-9644758d778e	a69d2a4f-d46b-4594-a1fe-c646041c57b5	TCGA-DD-AAW2-01A-11R-A41H-13
51cd979c-98ee-47ab-935a-a3d666475181	miRNA Expression Quantification	Primary Tumor	a76951f9-752c-46e0-80f3-8f7ec736517a.mirbase21.mirnas.quantification.txt	TCGA-WX-AA44-01A			71ca039a-f5f4-4630-9a26-b1736073adb4	Transcriptome Profiling	TCGA-WX-AA44	faf5de3b-b8b2-43d9-89c4-1a6b2ee207a5	5436fafb-bc16-4450-ac8b-568e1e5ee5fe	71ca039a-f5f4-4630-9a26-b1736073adb4	TCGA-WX-AA44-01A-11R-A39J-13
2ebce64d-2ac2-4dcb-babc-53898a8decc1	miRNA Expression Quantification	Primary Tumor	b6fe3163-d533-441a-bf22-6fa4a54098f9.mirbase21.mirnas.quantification.txt	TCGA-BC-A10Q-01A			9a0f6fab-a799-4d7a-b2ad-9a7f206114be	Transcriptome Profiling	TCGA-BC-A10Q	bf225dc1-4309-4304-849e-cbcc23c8442c	dfa15fbe-bb14-40ce-afc6-70694112e3e2	9a0f6fab-a799-4d7a-b2ad-9a7f206114be	TCGA-BC-A10Q-01A-11R-A130-13
43e395b7-bbd7-4dd0-9465-3686c5c0885c	miRNA Expression Quantification	Primary Tumor	a5b64d9b-e61c-43a9-a501-b56426bf2082.mirbase21.mirnas.quantification.txt	TCGA-ZP-A9D0-01A			33baf738-4df4-44e5-9386-920d3ae625c2	Transcriptome Profiling	TCGA-ZP-A9D0	89213a53-9609-47e5-a4ab-af534237caac	396ef7c2-343e-4d5c-9b20-adc0a52c1978	33baf738-4df4-44e5-9386-920d3ae625c2	TCGA-ZP-A9D0-01A-11R-A37G-13
55905b4a-c0cc-4dac-9212-23acb5cdf248	miRNA Expression Quantification	Primary Tumor	610a0c74-2476-49c5-847f-9d0db6ee0895.mirbase21.mirnas.quantification.txt	TCGA-DD-AACK-01A			68d0c0d4-c9d9-41aa-aeda-4fd76d54377f	Transcriptome Profiling	TCGA-DD-AACK	9d81f1db-2a62-4ac1-b7d3-2f7b18f0ec1e	d7cd045a-0be2-4b6d-aefd-5d75e57bc6f6	68d0c0d4-c9d9-41aa-aeda-4fd76d54377f	TCGA-DD-AACK-01A-11R-A41H-13
bbdbd939-bfb3-4375-aa7f-3910cc66ed57	miRNA Expression Quantification	Recurrent Tumor	986c5a71-6af3-4ff5-af99-4a5362cbb08b.mirbase21.mirnas.quantification.txt	TCGA-DD-AACA-02A			7da33847-b1f8-4977-b223-aa9310f2f567	Transcriptome Profiling	TCGA-DD-AACA	3410a3fc-aa65-4302-a800-315f0f723fc5	d6486001-240a-455a-980c-e06c25c61fa5	7da33847-b1f8-4977-b223-aa9310f2f567	TCGA-DD-AACA-02A-11R-A41H-13
3a2221a4-e8af-4b8b-9dbd-f5421d26449b	miRNA Expression Quantification	Primary Tumor	cc0bf161-b962-4988-b921-6f5d6725702c.mirbase21.mirnas.quantification.txt	TCGA-CC-A9FS-01A			ee4ee8ad-c943-4143-8ed6-b2ab8d555f0f	Transcriptome Profiling	TCGA-CC-A9FS	729ca3a4-1c6b-4c84-b4ce-150bb21d631d	f661a921-2e59-424b-a145-e22664b73728	ee4ee8ad-c943-4143-8ed6-b2ab8d555f0f	TCGA-CC-A9FS-01A-11R-A37G-13
8620cc21-9ebe-4d9c-9499-6726c956848b	miRNA Expression Quantification	Primary Tumor	5a5895ab-6690-4686-a918-9fce6858e69f.mirbase21.mirnas.quantification.txt	TCGA-DD-AAE0-01A			03cd9e0d-b484-4cf6-929e-9b75970f22f9	Transcriptome Profiling	TCGA-DD-AAE0	29ef7722-025a-458b-aa60-1ca9c3e70ada	5e4136e4-ddd8-4faf-8a8e-5f836fd97f49	03cd9e0d-b484-4cf6-929e-9b75970f22f9	TCGA-DD-AAE0-01A-11R-A41H-13
47955b36-e21e-4c9b-abbc-be9ae9f669f5	miRNA Expression Quantification	Primary Tumor	78bd6a83-4790-4e02-810d-f0ada082b4fa.mirbase21.mirnas.quantification.txt	TCGA-DD-AADQ-01A			b97c4e03-bd72-409f-9484-7e357e4aeeff	Transcriptome Profiling	TCGA-DD-AADQ	b2060a24-43d9-48f2-8a45-1db926042938	485d283a-552c-485a-84fb-3abdb98dc797	b97c4e03-bd72-409f-9484-7e357e4aeeff	TCGA-DD-AADQ-01A-11R-A41H-13
b21dec27-bc8a-4e18-b050-1d8ddaf34428	miRNA Expression Quantification	Primary Tumor	bdfd12a9-cc75-4714-ab33-1e784d07de50.mirbase21.mirnas.quantification.txt	TCGA-DD-A3A9-01A			a9285535-3585-44c3-b17c-7a2ae9bad99c	Transcriptome Profiling	TCGA-DD-A3A9	9bfbc85e-86e0-4ac5-9304-84b1eb32b9cc	457cca7c-a8b4-414e-a3c0-7fccf0ee2034	a9285535-3585-44c3-b17c-7a2ae9bad99c	TCGA-DD-A3A9-01A-11R-A25Z-13
fd068e57-1a56-42a4-b2b6-9f555805a174	miRNA Expression Quantification	Primary Tumor	4ae84788-7325-49b6-b203-99556411adb6.mirbase21.mirnas.quantification.txt	TCGA-DD-AACH-01A			e62fbf46-9302-4b0e-9429-40f63c5f9fde	Transcriptome Profiling	TCGA-DD-AACH	31dfd0a9-31c4-4665-adad-3cbe49c1c5eb	219b067c-522f-4971-b0d0-86f9971d369d	e62fbf46-9302-4b0e-9429-40f63c5f9fde	TCGA-DD-AACH-01A-11R-A41H-13
14c1cee3-d3b8-4a66-8d98-81881a278732	miRNA Expression Quantification	Primary Tumor	de0f9891-174c-4b34-a73a-d91b614d7703.mirbase21.mirnas.quantification.txt	TCGA-G3-A25X-01A			56fcca8f-339f-4f81-8157-7b5d3d5b753a	Transcriptome Profiling	TCGA-G3-A25X	5ff97822-0520-45b7-a28a-a1c68c5ac324	08428220-abd4-484e-85ca-3673454c837e	56fcca8f-339f-4f81-8157-7b5d3d5b753a	TCGA-G3-A25X-01A-11R-A16S-13
42f78f85-4895-4342-9ec8-76b7fe369a4c	miRNA Expression Quantification	Primary Tumor	5ef61536-fc67-417b-a93a-521c0a518441.mirbase21.mirnas.quantification.txt	TCGA-DD-A1EK-01A			604d8e17-2298-4af5-acb9-d644cae937d9	Transcriptome Profiling	TCGA-DD-A1EK	71ccf91a-f2af-4c6b-a22f-769f4cc96163	a5e4412b-0e49-4d86-9cce-71f440a84048	604d8e17-2298-4af5-acb9-d644cae937d9	TCGA-DD-A1EK-01A-11R-A214-13
3b2d478b-8898-453a-8954-f72a971bef10	miRNA Expression Quantification	Primary Tumor	bcee2b22-b36a-4df1-b479-7bc569ad7fb6.mirbase21.mirnas.quantification.txt	TCGA-DD-A73F-01A			40a89801-479f-4dfe-a39b-a7ec4db12ff0	Transcriptome Profiling	TCGA-DD-A73F	a15cf382-8456-4096-96a6-f211dea6ba78	870c86e7-d6e1-4f9d-bb0b-bd1c66d6bcde	40a89801-479f-4dfe-a39b-a7ec4db12ff0	TCGA-DD-A73F-01A-11R-A32J-13
